AdultTotal,AdultsReleased,AdultsShipped,Comments,DateOfReport,Facility,JackTotal,LethalSpawned,LiveSpawned,Mortality,OnHand,OnHandJacks,Species,Stock,Surplus,TotalEggtake,WeekEndingDate
6,6,0,,10/26/2011 0:00,Minter Creek Minter-W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,10/27/2011 0:00
1,1,0,First report of the season.,10/26/2011 0:00,Issaquah Lk Sammamish,0,0,0,0,0,0,Resident Cutthroat,,0,0,10/27/2011 0:00
812,812,0,,10/26/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,10/27/2011 0:00
1,1,0,,10/26/2011 0:00,Issaquah,0,0,0,0,0,0,Late Kokanee,Lk Sammamish,0,0,10/27/2011 0:00
24,24,0,,10/26/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,10/27/2011 0:00
1,1,0,,10/26/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,10/27/2011 0:00
60,60,0,,10/28/2011 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,11/3/2011 0:00
65,0,61,First report of the season.,11/1/2011 0:00,Quinault N.F.H. Cook Creek,0,0,0,4,0,0,Winter Steelhead,,0,0,11/3/2011 0:00
48,47,0,,11/2/2011 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,0,11/3/2011 0:00
67,0,0,,11/2/2011 0:00,Marblemount Skagit,0,57,0,0,10,0,Summer Chinook,,0,217000,11/3/2011 0:00
29,26,0,,11/2/2011 0:00,Whatcom Creek,5,0,0,3,0,0,Coho,Whatcom Creek,0,0,11/3/2011 0:00
609,0,379,,11/2/2011 0:00,Grays River,111,0,0,0,230,0,Type-N Coho,Grays River,0,0,11/3/2011 0:00
122,0,106,First report of the season.,11/2/2011 0:00,Grays River,19,0,0,16,0,0,Type-S Coho,Grays River,0,0,11/3/2011 0:00
23,0,0,,11/2/2011 0:00,Whatcom Creek,0,0,0,5,18,0,Chum,Whatcom Creek,0,0,11/3/2011 0:00
305,3,0,,11/2/2011 0:00,Whatcom Creek,0,128,0,134,40,0,Pink,Whatcom Creek,0,55000,11/3/2011 0:00
6,6,0,,11/2/2011 0:00,Minter Creek Minter-W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,11/3/2011 0:00
1,1,0,,11/2/2011 0:00,Issaquah Lk Sammamish,0,0,0,0,0,0,Resident Cutthroat,,0,0,11/3/2011 0:00
815,815,0,,11/2/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,11/3/2011 0:00
14,1,0,,11/2/2011 0:00,Issaquah,0,0,0,0,13,0,Late Kokanee,Lk Sammamish,0,0,11/3/2011 0:00
5830,0,0,First report of the season.,11/2/2011 0:00,Lake Whatcom,0,5830,0,0,0,0,Kokanee,Whatcom Creek,0,449280,11/3/2011 0:00
24,24,0,,11/2/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,11/3/2011 0:00
2,2,0,,11/2/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,11/3/2011 0:00
36,0,0,,11/2/2011 0:00,Whitehorse Stillaguamish,0,0,0,1,35,0,Summer Steelhead,,0,0,11/10/2011 0:00
60,60,0,,11/4/2011 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,11/10/2011 0:00
48,47,0,,11/9/2011 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,0,
30,0,0,First report of the season.,11/9/2011 0:00,Kendall Creek,0,0,0,0,30,0,Coho,Nooksack,0,0,
103,0,0,,11/9/2011 0:00,Whatcom Creek,0,0,0,11,92,0,Chum,Whatcom Creek,0,0,
288,3,0,,11/9/2011 0:00,Whatcom Creek,0,137,0,140,8,0,Pink,Whatcom Creek,0,65000,
67,0,0,,11/9/2011 0:00,Marblemount Skagit,0,57,0,0,10,0,Summer Chinook,,0,217000,11/10/2011 0:00
1,1,0,First report of the season.,11/9/2011 0:00,Chambers Creek Chambers,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,11/10/2011 0:00
1,1,0,,11/9/2011 0:00,Issaquah Lk Sammamish,0,0,0,0,0,0,Resident Cutthroat,,0,0,11/10/2011 0:00
815,815,0,,11/9/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,11/10/2011 0:00
36,1,0,,11/9/2011 0:00,Issaquah,0,23,0,1,11,0,Late Kokanee,Lk Sammamish,0,7920,11/10/2011 0:00
24310,0,0,,11/9/2011 0:00,Lake Whatcom,0,24310,0,0,0,0,Kokanee,Lk Whatcom,0,1965600,11/10/2011 0:00
24,24,0,,11/9/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,11/10/2011 0:00
2,2,0,,11/9/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,11/10/2011 0:00
165,0,161,,11/15/2011 0:00,Quinault N.F.H. Cook Creek,0,0,0,4,0,0,Winter Steelhead,,0,0,11/17/2011 0:00
1,1,0,Final in-season estimate.,11/16/2011 0:00,Chambers Creek Chambers,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,1/5/2012 0:00
5364,0,0,,11/16/2011 0:00,Baker,0,2478,275,501,2385,0,Sockeye,Baker,0,3458303,
8,8,0,,11/16/2011 0:00,Issaquah Lk Sammamish,0,0,0,0,0,0,Resident Cutthroat,,0,0,
76,1,0,,11/16/2011 0:00,Issaquah,0,49,0,3,23,0,Late Kokanee,Lk Sammamish,0,16180,
815,815,0,,11/16/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,11/17/2011 0:00
58300,0,0,,11/16/2011 0:00,Lake Whatcom,0,58300,0,0,0,0,Kokanee,Lk Whatcom,0,4964544,11/17/2011 0:00
24,24,0,,11/16/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,11/17/2011 0:00
2,2,0,,11/16/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,11/17/2011 0:00
122,0,106,Final in-season estimate.,11/17/2011 0:00,Grays River,19,0,0,16,0,0,Type-S Coho,Grays River,0,0,1/5/2012 0:00
709,0,379,,11/17/2011 0:00,Grays River,111,0,0,0,330,0,Type-N Coho,Grays River,0,0,
60,60,0,,11/22/2011 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,
67,0,0,,11/23/2011 0:00,Marblemount Skagit,0,57,0,0,10,0,Summer Chinook,,0,217000,
40,0,0,,11/23/2011 0:00,Whitehorse Stillaguamish,0,0,0,1,39,0,Summer Steelhead,,0,0,
1,0,0,First report of the season.,11/23/2011 0:00,Soos Creek Green River,0,0,0,0,1,0,Winter Steelhead,,0,0,
815,815,0,,11/23/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,
72990,0,0,,11/23/2011 0:00,Lake Whatcom,0,72990,0,0,0,0,Kokanee,Lk Whatcom,0,5244992,
24,24,0,,11/23/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,
2,2,0,,11/23/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
13,13,0,Final in-season estimate.,11/30/2011 0:00,Issaquah Lk Sammamish,0,0,0,0,0,0,Resident Cutthroat,,0,0,1/5/2012 0:00
48,47,0,,11/30/2011 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,500000,12/1/2011 0:00
67,0,0,,11/30/2011 0:00,Marblemount Skagit,0,57,0,0,10,0,Summer Chinook,,0,217000,12/1/2011 0:00
300,0,0,First report of the season.,11/30/2011 0:00,Humptulips,0,0,0,0,300,0,Late Coho,Humptulips,0,0,12/1/2011 0:00
637,637,0,,11/30/2011 0:00,Kendall Creek,18,0,0,0,0,0,Coho,Nooksack,0,0,12/1/2011 0:00
1642,0,1380,,11/30/2011 0:00,Grays River,146,0,0,52,210,0,Type-N Coho,Grays River,0,0,12/1/2011 0:00
5397,0,0,,11/30/2011 0:00,Baker,0,3457,275,580,1360,0,Sockeye,Baker,0,4606253,12/1/2011 0:00
2848,0,1117,,11/30/2011 0:00,Whatcom Creek,0,729,0,286,716,0,Chum,Whatcom Creek,0,825000,12/1/2011 0:00
288,3,0,,11/30/2011 0:00,Whatcom Creek,0,137,0,142,6,0,Pink,Whatcom Creek,0,65000,12/1/2011 0:00
6,6,0,Released downstream of,11/30/2011 0:00,Kalama Falls Kalama- H,0,0,0,0,0,0,Late Winter Steelhead,,0,0,12/1/2011 0:00
86,0,0,,11/30/2011 0:00,Whitehorse Stillaguamish,0,0,0,1,85,0,Summer Steelhead,,0,0,12/1/2011 0:00
3,0,0,First report of the season.,11/30/2011 0:00,Kendall Creek Nooksack,0,0,0,0,3,0,Winter Steelhead,,0,0,12/1/2011 0:00
815,815,0,,11/30/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,12/1/2011 0:00
223,1,0,,11/30/2011 0:00,Issaquah,0,142,0,30,50,0,Late Kokanee,Lk Sammamish,0,51053,12/1/2011 0:00
93660,0,0,,11/30/2011 0:00,Lake Whatcom,0,93660,0,0,0,0,Kokanee,Lk Whatcom,0,9041760,12/1/2011 0:00
24,24,0,,11/30/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,12/1/2011 0:00
2,2,0,,11/30/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,12/1/2011 0:00
60,60,0,,12/2/2011 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,12/8/2011 0:00
48,47,0,,12/7/2011 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,500000,12/8/2011 0:00
67,0,0,,12/7/2011 0:00,Marblemount Skagit,0,57,0,0,10,0,Summer Chinook,,0,217000,12/8/2011 0:00
300,0,0,,12/7/2011 0:00,Humptulips,0,0,0,0,300,0,Late Coho,Humptulips,0,0,12/8/2011 0:00
637,637,0,,12/7/2011 0:00,Kendall Creek,18,0,0,0,0,0,Coho,Nooksack,0,0,12/8/2011 0:00
1961,0,1380,,12/7/2011 0:00,Grays River,146,197,0,84,300,0,Type-N Coho,Grays River,0,285000,12/8/2011 0:00
3078,0,1117,,12/7/2011 0:00,Whatcom Creek,0,1356,0,341,264,0,Chum,Whatcom Creek,0,1455000,12/8/2011 0:00
288,3,0,,12/7/2011 0:00,Whatcom Creek,0,137,0,142,6,0,Pink,Whatcom Creek,0,65000,12/8/2011 0:00
86,0,0,,12/7/2011 0:00,Whitehorse Stillaguamish,0,0,0,1,85,0,Summer Steelhead,,0,0,12/8/2011 0:00
3,0,0,First report of the season.,12/7/2011 0:00,Kendall Creek Nooksack,0,0,0,0,3,0,Winter Steelhead,,0,0,12/8/2011 0:00
815,815,0,,12/7/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,12/8/2011 0:00
98940,0,0,,12/7/2011 0:00,Lake Whatcom,0,98940,0,0,0,0,Kokanee,Lk Whatcom,0,9715680,12/8/2011 0:00
24,24,0,,12/7/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,12/8/2011 0:00
2,2,0,,12/7/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,12/8/2011 0:00
60,60,0,,12/9/2011 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,12/15/2011 0:00
4929,0,0,Final in-season estimate.,12/14/2011 0:00,Baker,0,4261,275,668,0,0,Sockeye,Baker,0,5283605,1/5/2012 0:00
98940,0,0,Final in-season estimate.,12/14/2011 0:00,Lake Whatcom,0,98940,0,0,0,0,Kokanee,Lk Whatcom,0,9715680,1/5/2012 0:00
100,0,0,,12/14/2011 0:00,Humptulips,0,0,0,0,100,0,Late Coho,Humptulips,0,0,12/15/2011 0:00
686,686,0,,12/14/2011 0:00,Kendall Creek,21,0,0,0,0,0,Coho,Nooksack,0,0,12/15/2011 0:00
2041,0,1380,,12/14/2011 0:00,Grays River,146,509,0,112,40,0,Type-N Coho,Grays River,0,785000,12/15/2011 0:00
15,15,0,Released downstream of,12/14/2011 0:00,Kalama Falls Kalama- H,0,0,0,0,0,0,Late Winter Steelhead,,0,0,12/15/2011 0:00
86,0,0,,12/14/2011 0:00,Whitehorse Stillaguamish,0,0,0,1,85,0,Summer Steelhead,,0,0,12/15/2011 0:00
11,0,0,,12/14/2011 0:00,Kendall Creek Nooksack,0,0,0,0,11,0,Winter Steelhead,,0,0,12/15/2011 0:00
815,815,0,,12/14/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,12/15/2011 0:00
24,24,0,,12/14/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,12/15/2011 0:00
2,2,0,,12/14/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,12/15/2011 0:00
60,60,0,Final in-season estimate.,12/16/2011 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,1/5/2012 0:00
15,15,0,Released downstream of,12/20/2011 0:00,Kalama Falls Kalama- H,0,0,0,0,0,0,Late Winter Steelhead,,0,0,12/22/2011 0:00
67,0,8,Final in-season estimate.,12/21/2011 0:00,Marblemount Skagit,0,57,11,2,0,0,Summer Chinook,,0,217000,1/5/2012 0:00
630,0,318,,12/21/2011 0:00,Humptulips,0,73,0,39,200,0,Late Coho,Humptulips,0,98000,12/22/2011 0:00
686,686,0,,12/21/2011 0:00,Kendall Creek,21,0,0,0,0,0,Coho,Nooksack,0,0,12/22/2011 0:00
86,0,0,,12/21/2011 0:00,Whitehorse Stillaguamish,0,0,0,1,85,0,Summer Steelhead,,0,0,12/22/2011 0:00
25,0,0,,12/21/2011 0:00,Kendall Creek Nooksack,0,2,0,0,23,0,Winter Steelhead,,0,4000,12/22/2011 0:00
815,815,0,,12/21/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,12/22/2011 0:00
247,2,0,,12/21/2011 0:00,Issaquah,0,178,0,66,1,0,Late Kokanee,Lk Sammamish,0,66841,12/22/2011 0:00
24,24,0,,12/21/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,12/22/2011 0:00
2,2,0,,12/21/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,12/22/2011 0:00
48,47,0,,12/28/2011 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,500000,1/5/2012 0:00
3119,0,1117,,12/28/2011 0:00,Whatcom Creek,0,1572,0,354,76,0,Chum,Whatcom Creek,0,1663000,1/5/2012 0:00
288,3,0,,12/28/2011 0:00,Whatcom Creek,0,137,0,142,6,0,Pink,Whatcom Creek,0,65000,1/5/2012 0:00
248,3,0,,12/28/2011 0:00,Issaquah,0,178,0,66,1,0,Late Kokanee,Lk Sammamish,0,66841,1/5/2012 0:00
650,0,318,,12/28/2011 0:00,Humptulips,0,89,0,43,200,0,Late Coho,Humptulips,0,122000,12/29/2011 0:00
907,907,0,,12/28/2011 0:00,Kendall Creek,25,0,0,0,0,0,Coho,Nooksack,0,0,12/29/2011 0:00
2,2,0,First report of the season.,12/28/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Late Winter Steelhead,,0,0,12/29/2011 0:00
87,0,0,,12/28/2011 0:00,Whitehorse Stillaguamish,0,15,0,1,71,0,Summer Steelhead,,0,24500,12/29/2011 0:00
47,0,0,,12/28/2011 0:00,Kendall Creek Nooksack,0,10,0,0,37,0,Winter Steelhead,,0,16000,12/29/2011 0:00
815,815,0,,12/28/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,12/29/2011 0:00
24,24,0,,12/28/2011 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,12/29/2011 0:00
2,2,0,,12/28/2011 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,12/29/2011 0:00
1867,0,1522,,1/4/2012 0:00,Humptulips,0,252,0,43,50,0,Late Coho,Humptulips,0,360996,1/5/2012 0:00
907,907,0,,1/4/2012 0:00,Kendall Creek,25,0,0,0,0,0,Coho,Nooksack,0,0,1/5/2012 0:00
2155,0,1503,,1/4/2012 0:00,Grays River,168,509,0,143,0,0,Type-N Coho,Grays River,0,785000,1/5/2012 0:00
6,6,0,,1/4/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Late Winter Steelhead,,0,0,1/5/2012 0:00
93,0,0,,1/4/2012 0:00,Whitehorse Stillaguamish,0,33,0,1,59,0,Summer Steelhead,,0,31500,1/5/2012 0:00
80,0,0,,1/4/2012 0:00,Kendall Creek Nooksack,0,31,0,0,49,0,Winter Steelhead,,0,56000,1/5/2012 0:00
815,815,0,,1/4/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,1/5/2012 0:00
24,24,0,,1/4/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,1/5/2012 0:00
2,2,0,,1/4/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,1/5/2012 0:00
247,3,0,Final in-season estimate.,1/4/2012 0:00,Issaquah,0,178,0,66,0,0,Late Kokanee,Lk Sammamish,0,66841,1/12/2012 0:00
2082,0,1688,,1/10/2012 0:00,Humptulips,0,331,0,43,20,0,Late Coho,Humptulips,0,465846,1/12/2012 0:00
48,47,0,,1/11/2012 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,500000,1/12/2012 0:00
1008,1008,0,Final in-season estimate.,1/11/2012 0:00,Kendall Creek,27,0,0,0,0,0,Coho,Nooksack,0,0,1/12/2012 0:00
2088,0,1436,,1/11/2012 0:00,Grays River,168,509,0,143,0,0,Type-N Coho,Grays River,0,785000,1/12/2012 0:00
3119,0,1117,,1/11/2012 0:00,Whatcom Creek,0,1572,0,354,76,0,Chum,Whatcom Creek,0,1663000,1/12/2012 0:00
288,3,0,,1/11/2012 0:00,Whatcom Creek,0,137,0,142,6,0,Pink,Whatcom Creek,0,65000,1/12/2012 0:00
21,21,0,,1/11/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Late Winter Steelhead,,0,0,1/12/2012 0:00
96,0,0,,1/11/2012 0:00,Whitehorse Stillaguamish,0,53,0,1,42,0,Summer Steelhead,,0,35000,1/12/2012 0:00
106,0,0,,1/11/2012 0:00,Kendall Creek Nooksack,0,59,0,0,47,0,Winter Steelhead,,0,112000,1/12/2012 0:00
815,815,0,Final in-season estimate.,1/11/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,1/12/2012 0:00
24,24,0,Final in-season estimate.,1/11/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,1/12/2012 0:00
2,2,0,Final in-season estimate.,1/11/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,1/12/2012 0:00
2097,0,1688,,1/18/2012 0:00,Humptulips,0,361,0,43,5,0,Late Coho,Humptulips,0,488346,1/23/2012 0:00
21,21,0,,1/18/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Late Winter Steelhead,,0,0,1/23/2012 0:00
96,0,0,,1/18/2012 0:00,Whitehorse Stillaguamish,0,67,0,1,28,0,Summer Steelhead,,0,115500,1/23/2012 0:00
116,0,0,,1/18/2012 0:00,Kendall Creek Nooksack,0,87,0,0,29,0,Winter Steelhead,,0,160000,1/23/2012 0:00
2138,0,1734,,1/25/2012 0:00,Humptulips,0,361,0,43,0,0,Late Coho,Humptulips,0,488346,1/26/2012 0:00
0,49,0,,1/25/2012 0:00,Lake Aberdeen Wynoochee River 148,0,0,0,0,99,0,Late Winter Steelhead,,0,0,1/26/2012 0:00
0,0,0,,1/25/2012 0:00,Whitehorse Stillaguamish 96,0,67,0,1,28,0,Summer Steelhead,,0,115500,1/26/2012 0:00
127,0,0,,1/25/2012 0:00,Kendall Creek Nooksack,0,101,0,0,26,0,Winter Steelhead,,0,188000,1/26/2012 0:00
2148,0,1734,,2/1/2012 0:00,Humptulips,0,361,0,43,10,0,Late Coho,Humptulips,0,488346,2/2/2012 0:00
0,53,0,,2/1/2012 0:00,Lake Aberdeen Wynoochee River 184,0,31,0,0,100,0,Late Winter Steelhead,,0,60000,2/2/2012 0:00
0,0,40,,2/1/2012 0:00,Whitehorse Stillaguamish 108,0,67,0,1,0,0,Summer Steelhead,,0,115500,2/2/2012 0:00
156,0,45,,2/1/2012 0:00,Kendall Creek Nooksack,0,111,0,0,0,0,Winter Steelhead,,0,208000,2/2/2012 0:00
2148,0,1734,,2/8/2012 0:00,Humptulips,0,361,0,43,10,0,Late Coho,Humptulips,0,488346,2/9/2012 0:00
0,127,0,,2/8/2012 0:00,Lake Aberdeen Wynoochee River 258,0,31,0,0,100,0,Late Winter Steelhead,,0,60000,2/9/2012 0:00
0,0,40,,2/8/2012 0:00,Whitehorse Stillaguamish 108,0,67,0,1,0,0,Summer Steelhead,,0,115500,2/9/2012 0:00
156,0,45,Final in-season estimate.,2/8/2012 0:00,Kendall Creek Nooksack,0,111,0,0,0,0,Winter Steelhead,,0,208000,2/9/2012 0:00
2148,0,1734,,2/15/2012 0:00,Humptulips,0,361,0,43,10,0,Late Coho,Humptulips,0,488346,2/16/2012 0:00
284,131,0,,2/15/2012 0:00,Lake Aberdeen Wynoochee River,0,96,0,0,57,0,Late Winter Steelhead,,0,236000,2/16/2012 0:00
108,0,40,,2/15/2012 0:00,Whitehorse Stillaguamish,0,67,0,1,0,0,Summer Steelhead,,0,115500,2/16/2012 0:00
98940,0,0,Final in-season estimate.,2/15/2012 0:00,Lake Whatcom,0,98940,0,0,0,0,Kokanee,Lk Whatcom,0,11590000,2/23/2012 0:00
3,0,0,First report of the season.,2/21/2012 0:00,Soos Creek Green River,0,0,0,0,3,0,Late Winter Steelhead,,0,0,2/23/2012 0:00
48,47,0,Final in-season estimate.,2/22/2012 0:00,Whatcom Creek,12,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,500000,2/23/2012 0:00
2153,0,1734,Final in-season estimate.,2/22/2012 0:00,Humptulips,0,361,0,58,0,0,Late Coho,Humptulips,0,488346,2/23/2012 0:00
3119,0,1117,,2/22/2012 0:00,Whatcom Creek,0,1572,0,354,76,0,Chum,Whatcom Creek,0,1663000,2/23/2012 0:00
288,3,0,Final in-season estimate.,2/22/2012 0:00,Whatcom Creek,0,137,0,142,6,0,Pink,Whatcom Creek,0,65000,2/23/2012 0:00
108,0,40,,2/22/2012 0:00,Whitehorse Stillaguamish,0,67,0,1,0,0,Summer Steelhead,,0,115500,2/23/2012 0:00
3043,0,1117,Final in-season estimate.,2/23/2012 0:00,Whatcom Creek,0,1572,0,354,0,0,Chum,Whatcom Creek,0,1663000,3/1/2012 0:00
3,0,0,,2/29/2012 0:00,Soos Creek Green River,0,0,0,0,3,0,Late Winter Steelhead,,0,0,3/1/2012 0:00
3,0,0,,3/7/2012 0:00,Soos Creek Green River,0,0,0,0,3,0,Late Winter Steelhead,,0,0,3/8/2012 0:00
108,0,40,,3/7/2012 0:00,Whitehorse Stillaguamish,0,67,0,1,0,0,Summer Steelhead,,0,115500,3/8/2012 0:00
34,0,0,,3/14/2012 0:00,Soos Creek Green River,0,0,0,0,34,0,Late Winter Steelhead,,0,0,3/15/2012 0:00
108,0,40,Final in-season estimate.,3/14/2012 0:00,Whitehorse Stillaguamish,0,67,0,1,0,0,Summer Steelhead,,0,115500,3/15/2012 0:00
3,1,2,,3/21/2012 0:00,Cowlitz Salmon Cowlitz- H,0,0,0,0,0,0,Spring Chinook,,0,0,3/22/2012 0:00
34,0,0,,3/21/2012 0:00,Soos Creek Green River,0,0,0,0,34,0,Late Winter Steelhead,,0,0,3/22/2012 0:00
5,5,0,,3/21/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,3/22/2012 0:00
38,9,0,,3/27/2012 0:00,Soos Creek Green River,0,1,9,1,27,0,Late Winter Steelhead,,0,12000,3/29/2012 0:00
4,2,2,,3/28/2012 0:00,Cowlitz Salmon Cowlitz- H,0,0,0,0,0,0,Spring Chinook,,0,0,3/29/2012 0:00
5,5,0,,3/28/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,3/29/2012 0:00
13,9,2,,4/4/2012 0:00,Cowlitz Salmon Cowlitz- H,1,0,0,0,2,0,Spring Chinook,,0,0,4/5/2012 0:00
38,9,0,,4/4/2012 0:00,Soos Creek Green River,0,1,9,1,27,0,Late Winter Steelhead,,0,12000,4/5/2012 0:00
6,6,0,,4/4/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,4/5/2012 0:00
2401,2341,0,First report of the season.,4/4/2012 0:00,Omak Lk Lenore,0,60,440,0,0,0,Lahontan Cutthroat,,0,450000,4/5/2012 0:00
1,1,0,Released upstream of trap.  First,4/4/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Whitefish,Tucannon- W,0,0,4/5/2012 0:00
68,51,6,,4/11/2012 0:00,Cowlitz Salmon Cowlitz- H,4,0,0,0,11,0,Spring Chinook,,0,0,4/12/2012 0:00
39,16,0,,4/11/2012 0:00,Soos Creek Green River,0,3,19,2,18,0,Late Winter Steelhead,,0,25400,4/12/2012 0:00
6,6,0,,4/11/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,4/12/2012 0:00
83,56,6,,4/18/2012 0:00,Cowlitz Salmon Cowlitz- H,6,0,0,0,21,0,Spring Chinook,,0,0,4/19/2012 0:00
39,16,0,,4/18/2012 0:00,Soos Creek Green River,0,3,19,2,18,0,Late Winter Steelhead,,0,25400,4/19/2012 0:00
6,6,0,,4/18/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,4/19/2012 0:00
1,1,0,Released upstream of trap.  First,4/18/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,4/19/2012 0:00
2,2,0,Released upstream of trap.,4/18/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Whitefish,Tucannon- W,0,0,4/19/2012 0:00
3040,2980,0,Final in-season estima,4/24/2012 0:00,OMAK HATCHERY Lake Lenore- H,0,60,496,0,0,0,Lahontan Cutthroat,,0,450000,
39,21,0,,4/24/2012 0:00,Soos Creek Green River,39,7,25,3,8,0,Late Winter Steelhead,,0,37400,4/26/2012 0:00
3040,2980,0,Final in-season estimate.,4/24/2012 0:00,Omak Lk Lenore,0,60,1947,0,0,0,Lahontan Cutthroat,,0,450000,4/26/2012 0:00
